StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,avoid_AV_1,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,avoid_1,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-03 18:17:19,2024-06-03 18:17:19,2,,100,0,1,2024-06-03 18:17:19,R_42XoPD86plTaBp4,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:19,2024-06-03 18:17:19,2,,100,0,1,2024-06-03 18:17:19,R_89esC0On2VCL7am,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:20,2024-06-03 18:17:20,2,,100,0,1,2024-06-03 18:17:20,R_aVvn6vEWKPbpvbU,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:20,2024-06-03 18:17:20,2,,100,0,1,2024-06-03 18:17:20,R_3NMjFHG4DRWyBO6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:20,2024-06-03 18:17:20,2,,100,0,1,2024-06-03 18:17:20,R_e57vkTt5c3XueKG,,,,,,,test,,1,2,2,5.68,7.37,9.06,6,1.57,2.37,6.18,15,76,56,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,27,3,,Sed sit auctor viverra ab aliquam id ab. Rutrum natoque ridiculus commodo phasellus fermentum donec.,5,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|avoid_AV,,,,,,
2024-06-03 18:17:20,2024-06-03 18:17:21,2,,100,1,1,2024-06-03 18:17:21,R_aXnZNZy1mSYPovs,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,9.89,9.96,9.93,47,9.35,9.5,9.85,29,69,69,29,8,,,,,,,,,1,2,75,4,"Accumsan, phasellus neque cras pellentesque turpis vehicula orci laoreet felis.",Maecenas et cras vulputate rutrum interdum rhoncus eget augue eros et.,4,,,,,,FL_40,,FL_99,,,,,Q90|vB_driver_sue|vB_mf_sue|vA_sue,Q71|avoid,,
2024-06-03 18:17:21,2024-06-03 18:17:21,2,,100,0,1,2024-06-03 18:17:21,R_bD8iQAxPgakBpjg,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,0.48,7.59,6.24,4,2.8,7.35,3.66,30,,,,,0.48,2.17,3.74,12,67,40,45,66,1,1,9,2,,Praesent faucibus eget rutrum tempora vitae malesuada? Rhoncus metus molestie dictumst. Cursus in lectus.,2,,,,,,FL_40,,FL_100,,,,,,,Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv,Q167|avoid_intv
2024-06-03 18:17:21,2024-06-03 18:17:21,2,,100,0,1,2024-06-03 18:17:21,R_9mBWbo4WIKBSYn4,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:21,2024-06-03 18:17:21,2,,100,0,1,2024-06-03 18:17:22,R_aVhYDIO7jjy0xbU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:22,2024-06-03 18:17:22,2,,100,0,1,2024-06-03 18:17:22,R_72QSukRHtfzxF30,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:22,2024-06-03 18:17:22,2,,100,0,1,2024-06-03 18:17:22,R_cNCWgBv2xoKyULk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:22,2024-06-03 18:17:22,2,,100,0,1,2024-06-03 18:17:22,R_06bBtRMjxGXlBOK,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:22,2024-06-03 18:17:22,2,,100,0,1,2024-06-03 18:17:22,R_9G22c1REhbVZ8YS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:23,2024-06-03 18:17:23,2,,100,0,1,2024-06-03 18:17:23,R_8J6FRvbW6eupedM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:23,2024-06-03 18:17:23,2,,100,0,1,2024-06-03 18:17:23,R_b2ZYvsJ8vDgV8tE,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:23,2024-06-03 18:17:23,2,,100,0,1,2024-06-03 18:17:23,R_8jIqvhOKqs52HD8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:23,2024-06-03 18:17:23,2,,100,0,1,2024-06-03 18:17:24,R_emNion4peRKnzq6,,,,,,,test,,1,2,2,8.96,9.36,9.83,36,0.41,1.64,7.28,0,,,,2.68,3.58,5.68,28,32,92,29,,,,,,,,,,,,,,,,,,,,,2,1,96,4,Primis vel egestas est porttitor pretium sollicitudin vitae tellus volutpat culpa! Id aenean ut.,Rutrum culpa maecenas augue potenti consectetuer viverra dui! Suspendisse natoque.,3,,,,,,FL_39,FL_94,,,,Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-03 18:17:24,2024-06-03 18:17:24,2,,100,0,1,2024-06-03 18:17:24,R_0cfRU9UCTQsFCS2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:24,2024-06-03 18:17:24,2,,100,0,1,2024-06-03 18:17:24,R_6gwUp6KEcy3kAPI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:24,2024-06-03 18:17:24,2,,100,0,1,2024-06-03 18:17:24,R_0vwgVDhYSmBAMfk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:24,2024-06-03 18:17:24,2,,100,0,1,2024-06-03 18:17:24,R_ernyfyo9b5HQmi2,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:25,2024-06-03 18:17:25,2,,100,0,1,2024-06-03 18:17:25,R_3F8YTOxFPN0ccXI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:25,2024-06-03 18:17:25,2,,100,0,1,2024-06-03 18:17:25,R_emQjEyBLToHIT8a,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:25,2024-06-03 18:17:25,2,,100,0,1,2024-06-03 18:17:25,R_ac02EQV1dLtdgIS,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,3.4,5.38,9.16,49,1.78,4.35,7.56,8,,,,,8.58,8.74,9.38,20,44,50,67,13,2,2,46,4,"Lectus scelerisque tempus, augue gravida ac. Id eget eleifend commodo potenti rutrum nonummy facilisi.","Gravida. Eleifend neque nibh duis non etiam. In. Diam, porta? Eget duis augue.",7,,,,,,FL_40,,FL_100,,,,,,,Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv,Q167|avoid_intv
2024-06-03 18:17:25,2024-06-03 18:17:25,2,,100,0,1,2024-06-03 18:17:26,R_5pOCyxKnRCTICfs,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:26,2024-06-03 18:17:26,2,,100,0,1,2024-06-03 18:17:26,R_3y2AUZCg9NZSpUO,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:26,2024-06-03 18:17:26,2,,100,0,1,2024-06-03 18:17:26,R_cNIqTEosj2xdw7c,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:26,2024-06-03 18:17:26,2,,100,0,1,2024-06-03 18:17:26,R_7UovWl6GMesWj3M,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:26,2024-06-03 18:17:26,2,,100,0,1,2024-06-03 18:17:27,R_eL66UN38WRr1liK,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:27,2024-06-03 18:17:27,2,,100,0,1,2024-06-03 18:17:27,R_cusOe9ya9n6lCUC,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:27,2024-06-03 18:17:27,2,,100,0,1,2024-06-03 18:17:27,R_8e0RCL7hz3GDJqu,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:27,2024-06-03 18:17:27,2,,100,0,1,2024-06-03 18:17:27,R_8kaVhyx4542xMIC,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:27,2024-06-03 18:17:27,2,,100,0,1,2024-06-03 18:17:27,R_e5IaJvgd13quDnE,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:27,2024-06-03 18:17:27,2,,100,0,1,2024-06-03 18:17:28,R_57rZiDuiegOAz5A,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:28,2024-06-03 18:17:28,2,,100,0,1,2024-06-03 18:17:28,R_1H3QG3DIhrEVuui,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:28,2024-06-03 18:17:28,2,,100,0,1,2024-06-03 18:17:28,R_73OXqpIBKHkdQto,,,,,,,test,,1,2,2,5.54,9.02,8.45,4,5.07,5.27,9.93,21,,,,5.27,9.72,9.06,18,22,68,6,,,,,,,,,,,,,,,,,,,,,1,2,84,3,,"Platea. Luctus id culpa sem natoque justo, nullam sem tincidunt convallis integer fringilla.",7,,,,,,FL_39,FL_94,,,,Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv,Q158|avoid_AV_intv,,,,
2024-06-03 18:17:28,2024-06-03 18:17:29,2,,100,1,1,2024-06-03 18:17:29,R_bDauViU0To01rGm,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:29,2024-06-03 18:17:29,2,,100,0,1,2024-06-03 18:17:29,R_5tkx9vI1UQ2Sfbg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:29,2024-06-03 18:17:29,2,,100,0,1,2024-06-03 18:17:29,R_d424AOIVmRniSSW,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:29,2024-06-03 18:17:29,2,,100,0,1,2024-06-03 18:17:29,R_1ZBrN1UwoEgUeAS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:29,2024-06-03 18:17:29,2,,100,0,1,2024-06-03 18:17:30,R_eRMqntX4c8sn5u6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:30,2024-06-03 18:17:30,2,,100,0,1,2024-06-03 18:17:30,R_7OI94bOJMsOE4D4,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:30,2024-06-03 18:17:30,2,,100,0,1,2024-06-03 18:17:30,R_aYkzesfIckSwpFQ,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:30,2024-06-03 18:17:30,2,,100,0,1,2024-06-03 18:17:30,R_3KqoSP5OlDe7Nn8,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:30,2024-06-03 18:17:30,2,,100,0,1,2024-06-03 18:17:30,R_25ghTZ2keP3Xwa2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:30,2024-06-03 18:17:30,2,,100,0,1,2024-06-03 18:17:31,R_ab26kw2B8Nisieq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 18:17:31,2024-06-03 18:17:31,2,,100,0,1,2024-06-03 18:17:31,R_9TdwvNrrSNc8POu,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
