StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_sue_AV_1,vB_mf_sue_AV_1,vA_cntf_AV_1,vB_cntf_AV_1,avoid_AV_1,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q181_First Click,Q181_Last Click,Q181_Page Submit,Q181_Click Count,intv_check_AV,vA_sue_AV_intv_1,vB_mf_sue_AV_intv_1,vA_cntf_AV_intv_1,vB_cntf_AV_intv_1,avoid_AV_intv_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_driver_sue_1,vB_mf_sue_1,vA_cntf_1,vB_cntf_1,avoid_1,Q184_First Click,Q184_Last Click,Q184_Page Submit,Q184_Click Count,Q186_First Click,Q186_Last Click,Q186_Page Submit,Q186_Click Count,intv_check,vA_sue_intv_1,vB_sue_intv_1,vB_mf_sue_intv_1,vA_cntf_intv_1,vB_cntf_intv_1,avoid_intv_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,Q151_First Click,Q151_Last Click,Q151_Page Submit,Q151_Click Count,FL_4_DO,FL_92_DO,FL_98_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_AV_intv_DO,questions_2_AV_intv_DO,questions_1_DO,questions_2_DO,questions_1_intv_DO,questions_2_intv_DO
2024-06-12 14:19:42,2024-06-12 14:19:42,2,,100,0,1,2024-06-12 14:19:42,R_dgNLPGzEWqU5ISa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:42,2024-06-12 14:19:42,2,,100,0,1,2024-06-12 14:19:42,R_dpruY2vAaV4atQa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:42,2024-06-12 14:19:42,2,,100,0,1,2024-06-12 14:19:43,R_897TBRJMbcD4vqe,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:43,2024-06-12 14:19:43,2,,100,0,1,2024-06-12 14:19:43,R_ezm00hrZz1OwgRg,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:43,2024-06-12 14:19:43,2,,100,0,1,2024-06-12 14:19:43,R_bHiMzGC13cy16Hc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:43,2024-06-12 14:19:43,2,,100,0,1,2024-06-12 14:19:43,R_2b3kB4yegb7FNZk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:43,2024-06-12 14:19:43,2,,100,0,1,2024-06-12 14:19:44,R_3sYGS9iVZMXcnB4,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_2nUNIAYEkPYfQrA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_9B3JokE3AyAFb8i,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_a2wYYqF4bg1H1Nc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:44,2024-06-12 14:19:44,2,,100,0,1,2024-06-12 14:19:44,R_b4lMBAcdZoVRaDA,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_8BMdxwHxTnZGh5c,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_3Qqxgv2jRuJlet0,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:45,2,,100,0,1,2024-06-12 14:19:45,R_7ZFh5kEuN2ZtlxI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:45,2024-06-12 14:19:46,2,,100,1,1,2024-06-12 14:19:46,R_abH0knYKCZ0s3CC,,,,,,,test,,1,2,2,8.19,9.12,9.82,42,7.51,9.69,9.28,15,8,76,9,87,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,53,1,,"Nonummy! Pede purus dapibus fermentum, ab. Wisi! Quis fermentum? Rhoncus augue eu ligula ut? Consectetuer.",3,,,,,,FL_39,FL_93,,Q116|vB_mf_sue_AV|vA_sue_AV,Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_5uUuH8SUky4KDlA,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_ahs88j3fQgGqKdU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:46,2024-06-12 14:19:46,2,,100,0,1,2024-06-12 14:19:46,R_3Jkdo3G32LvwfJQ,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_ewWXiDqt17519JQ,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_9vunX9fFiZQFl30,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_3s1fRz8QX5IaWAS,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:47,R_6LsK2NQYJXXHlfU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:47,2024-06-12 14:19:47,2,,100,0,1,2024-06-12 14:19:48,R_0IXdcqgknBHQtYW,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_eLQpUIk0ypf6psq,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_aV7L3LrHtkSwBxQ,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:48,2024-06-12 14:19:48,2,,100,0,1,2024-06-12 14:19:48,R_4UifnViPA4yXWKi,,,,,,,test,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,9.26,7.13,12,5.55,8.49,9.87,38,17,64,4,8,16,35,,,,,,,,,,,,,,,,1,1,65,4,Duis ultrices. Ullamcorper tempus magnis dui nec ante duis eros duis.,Cras. Sapien porttitor temporibus mattis interdum sollicitudin tellus fringilla vulputate lacus elit.,2,,,,,,FL_40,,FL_99,,,,,Q90|vB_mf_sue|vA_sue|vB_driver_sue,Q71|avoid|vB_cntf|vA_cntf,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_006smwY9mW0CDpI,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_dmSzqtxAiqdDPUO,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_01TMoshMkOCgYwm,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:49,R_e9enO7Lxu2E5qZw,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:49,2024-06-12 14:19:49,2,,100,0,1,2024-06-12 14:19:50,R_24Q6nsFfFUHUl5I,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_efYIFVSRigsEWsS,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_0p6vJI0l4Idc7MW,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:50,R_eeNtKORFWya84dg,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-12 14:19:50,2024-06-12 14:19:50,2,,100,0,1,2024-06-12 14:19:51,R_38Kyz6RTS0AfqGa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
