StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,comp_1_AV,comp_2_AV,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp_1_HDV,comp_2_HDV,ai_familiarity_1,insurance_fmlrty_1,mot_insurance_fmlrty_1,prod_liab_fmlrty_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,superhuman_1,order,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO
2023-05-31 21:49:18,2023-05-31 21:55:15,0,24.13.23.215,100,357,1,2023-05-31 21:55:16,R_VWjjbHrwIBUT5dv,,,,,39.8616,-88.9355,anonymous,EN,1,2,2,0,0,22.951,0,0,0,12.287,0,96,41,100,53,59,1,1,3.624,3.624,12.101,1,12.304,12.304,13.102,1,100,5,36,100,43,38,2,1,10,46,20,57,2,,34,2,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 21:52:20,2023-05-31 21:58:02,0,71.88.11.142,100,341,1,2023-05-31 21:58:02,R_3dH579RlPJAdHvG,,,,,36.5686,-82.1819,anonymous,EN,1,2,2,0,0,14.302,0,0,0,13.007,0,99,1,90,51,51,1,1,0,0,21.527,0,0,0,12.313,0,99,0,1,90,49,51,2,1,50,40,40,30,1,,31,4,,,0,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 21:54:34,2023-05-31 21:59:43,0,75.245.2.125,100,308,1,2023-05-31 21:59:44,R_Z33qHDNp6Xi5fYB,,,,,40.6713,-73.8943,anonymous,EN,1,2,2,0,0,26.648,0,0,0,10.86,0,100,0,100,0,0,1,1,0,0,10.909,0,0,0,10.703,0,100,0,0,100,0,0,2,1,20,10,15,0,1,,31,4,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 21:55:10,2023-05-31 22:00:29,0,65.188.40.241,100,318,1,2023-05-31 22:00:29,R_1M4k2NqPzPEwv7x,,,,,33.9875,-81.0025,anonymous,EN,1,2,2,0,0,12.168,0,0,0,12.546,0,100,0,100,20,20,1,1,0,0,14.753,0,0,0,11.125,0,100,0,0,100,10,8,2,1,60,71,70,70,1,,57,4,,,0,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 21:55:12,2023-05-31 22:02:44,0,96.39.210.86,100,451,1,2023-05-31 22:02:45,R_3j1H2EGB4HBRgRA,,,,,32.3485,-97.3311,anonymous,EN,1,2,2,0,0,32.007,0,0,0,15.873,0,100,0,100,0,0,1,1,0,0,30.998,0,0,0,11.148,0,100,0,0,100,0,0,2,1,70,85,85,70,2,,50,4,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 21:52:55,2023-05-31 22:05:54,0,96.3.183.198,100,779,1,2023-05-31 22:05:54,R_3lzacrbuXWbjNLP,,,,,46.8045,-100.7865,anonymous,EN,1,2,2,5.375,5.375,28.343,1,16.038,16.038,18.728,1,100,0,100,32,9,1,1,5.429,5.429,12.7,1,2.605,2.605,29.329,1,100,18,14,83,55,27,2,1,65,57,61,29,1,,36,5,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:02:17,2023-05-31 22:07:18,0,172.56.169.223,100,300,1,2023-05-31 22:07:18,R_6Gckgcda9eyNxRf,,,,,38.581,-121.4939,anonymous,EN,1,2,2,1.569,1.569,17.591,1,0,0,11.152,0,100,0,100,78,77,1,1,5.968,24.528,26.579,2,4.13,4.13,11.455,1,100,0,0,100,57,60,2,1,28,58,50,69,2,,38,4,,,0,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 21:48:08,2023-05-31 22:08:31,0,96.245.183.99,100,1222,1,2023-05-31 22:08:32,R_eEDdKHYbgWeNpDj,,,,,39.9544,-75.1657,anonymous,EN,1,2,2,0,0,11.507,0,0,0,10.914,0,100,0,100,20,10,1,1,0,0,10.797,0,0,0,17.362,0,100,0,0,100,10,0,2,1,70,40,40,40,1,,28,4,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:02:39,2023-05-31 22:09:31,0,172.58.108.213,100,411,1,2023-05-31 22:09:31,R_1Led4w1sjDyvJIp,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,4.808,8.204,32.477,3,0,0,11.537,0,100,9,100,16,22,1,1,0,0,11.561,0,13.276,13.276,14.058,1,100,18,1,100,31,37,2,1,78,100,100,92,1,,63,3,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 21:53:43,2023-05-31 22:12:25,0,67.185.7.242,100,1121,1,2023-05-31 22:12:26,R_2QWZRA5U7a3s3iZ,,,,,47.6987,-117.4397,anonymous,EN,1,2,2,0,0,18.924,0,0,0,11.265,0,100,15,100,81,30,1,1,1.985,4.769,95.722,2,0,0,92.072,0,14,18,11,90,71,40,2,1,84,58,71,63,1,,33,2,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:03:53,2023-05-31 22:14:32,0,67.54.148.142,100,638,1,2023-05-31 22:14:33,R_1j9OWCqWOT7HcPX,,,,,45.9569,-91.2751,anonymous,EN,1,2,2,3.54,14.938,46.935,2,0,0,28.239,0,87,20,100,27,16,1,1,40.608,40.608,42.007,1,0,0,13.281,0,100,0,0,92,43,16,2,1,76,86,85,81,1,,32,3,,,0,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:16:12,2023-05-31 22:18:45,0,71.91.144.186,100,153,1,2023-05-31 22:18:46,R_3pooaOYXOn055xF,,,,,30.5178,-92.0878,anonymous,EN,1,2,2,5.087,6.981,11.268,3,0,0,10.487,0,82,16,73,20,29,1,1,5.39,5.39,13.699,1,0,0,10.738,0,93,15,20,92,12,18,2,1,74,81,81,89,1,,26,1,,,0,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:15:21,2023-05-31 22:20:05,0,209.6.106.25,100,284,1,2023-05-31 22:20:06,R_Pu3vtyuuU4HMuyt,,,,,42.3364,-71.0326,anonymous,EN,1,2,2,0,0,20.71,0,0,0,12.117,0,100,0,100,39,17,1,1,0,0,11.27,0,0,0,11.063,0,100,8,9,100,23,14,2,1,61,62,62,20,1,,26,5,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:21:12,2023-05-31 22:23:24,0,174.128.180.247,100,131,1,2023-05-31 22:23:24,R_2TTzejobeyOLNdY,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,1.036,10.79,11.083,4,0,0,10.782,0,94,15,90,20,11,1,1,0,0,12.046,0,0,0,11.681,0,91,7,23,92,7,13,2,1,58,65,69,61,1,,26,1,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:17:25,2023-05-31 22:23:40,0,70.189.141.43,100,374,1,2023-05-31 22:23:42,R_cucHpEblGu0myTn,,,,,36.1724,-115.0677,anonymous,EN,1,2,2,0,0,31.285,0,0,0,13.473,0,100,15,100,0,0,1,1,0,0,11.158,0,0,0,12.047,0,100,0,0,100,0,0,2,1,24,90,90,80,1,,29,4,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:19:15,2023-05-31 22:25:17,0,107.127.0.119,100,362,1,2023-05-31 22:25:18,R_12rjTB2ozOWefbG,,,,,29.331,-98.4966,anonymous,EN,1,2,2,1.917,14.297,14.826,2,10.453,10.481,11.423,2,100,39,100,75,51,1,1,0,0,23.353,0,5.273,13.119,15.963,2,100,0,24,100,20,53,2,1,0,54,37,78,2,,57,3,,,0,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:22:20,2023-05-31 22:27:01,0,74.81.209.21,100,281,1,2023-05-31 22:27:02,R_3j0xjsZ4BDvP3oI,,,,,40.0181,-83.0117,anonymous,EN,1,2,2,0,0,24.182,0,0,0,11.223,0,100,19,100,5,2,1,1,0,0,13.193,0,0,0,10.93,0,100,5,10,100,5,4,2,1,40,30,31,20,2,,59,4,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:23:33,2023-05-31 22:27:12,0,207.228.41.136,100,218,1,2023-05-31 22:27:12,R_1I4s80TwGhToXmt,,,,,40.7494,-73.9664,anonymous,EN,1,2,2,0,0,15.389,0,0,0,11.555,0,74,66,62,63,70,1,1,0,0,14.66,0,0,0,11.371,0,68,70,67,60,34,59,2,1,71,69,66,66,1,,48,5,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:24:55,2023-05-31 22:30:03,0,172.59.190.110,100,307,1,2023-05-31 22:30:04,R_42w5QjIwM7j2HYd,,,,,41.8486,-87.6288,anonymous,EN,1,2,2,0,0,20.434,0,0,0,11.553,0,92,6,70,90,94,1,1,0,0,12.089,0,0,0,12.174,0,95,16,15,89,22,8,2,1,92,87,87,89,2,,34,3,,,1,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
2023-05-31 22:26:02,2023-05-31 22:31:14,0,73.32.51.162,100,311,1,2023-05-31 22:31:14,R_28HG4RyNlvB957G,,,,,29.943,-95.2596,anonymous,EN,1,2,2,0,0,27.487,0,0,0,12.493,0,89,69,89,60,54,1,1,0,0,13.606,0,0,0,14.948,0,93,35,67,92,22,32,2,1,14,0,0,0,2,,34,5,,,1,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:24:51,2023-05-31 22:34:03,0,76.143.44.200,100,551,1,2023-05-31 22:34:03,R_1QtKliNe3BNJzqU,,,,,29.7646,-95.3657,anonymous,EN,1,2,2,0,0,16.007,0,0,0,12.499,0,100,3,100,10,10,1,1,0,0,16.261,0,0,0,10.954,0,100,0,0,100,38,30,2,2,0,60,50,30,2,,28,4,,,0,Q116|vB_mnfctr_liable_AV|vA_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:30:00,2023-05-31 22:38:54,0,50.159.6.38,100,533,1,2023-05-31 22:38:54,R_27jSrcjVIHRSB74,,,,,35.9978,-114.9592,anonymous,EN,1,2,2,11.464,11.464,35.581,1,0,0,33.304,0,100,0,100,0,0,1,1,0,0,20.044,0,0,0,13.703,0,100,0,0,100,75,100,2,1,0,0,0,0,1,,31,4,,,0,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid
2023-05-31 22:38:09,2023-05-31 22:41:37,0,98.148.98.120,100,207,1,2023-05-31 22:41:37,R_W0rKdLFoTugaZ3z,,,,,33.8838,-118.1261,anonymous,EN,1,2,2,0,0,12.59,0,0,0,10.822,0,100,20,100,0,0,1,1,15.03,15.03,15.443,1,9.377,9.377,11.171,1,100,0,20,100,0,0,2,1,25,70,70,65,4,Non-binary,28,4,,,0,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable,Q71|vA_cntrfctl|vB_cntrfctl|avoid
