StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liable_AV_1,vB_mnfctr_liable_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liable_1,vB_driver_liable_1,vB_mnfctr_liable_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,FL_4_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,trust_scale_DO
2023-04-03 15:15:29,2023-04-03 15:15:29,2,,100,0,1,2023-04-03 15:15:29,R_9oTvrFlxAdnfYmG,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:29,2023-04-03 15:15:30,2,,100,1,1,2023-04-03 15:15:30,R_dpbF3LK6wyPF4iO,,,,,,,test,,1,2,2,,,,,,,,,,,,,,0.3,5.16,2.33,40,9.18,9.39,9.98,32,32,87,65,78,53,76,1,1,42,59,41,86,45,20,4,"Et sagittis nibh nibh laoreet vel, dolorem, consequat! Molestie risus.",Vel imperdiet? In at euismod! Mauris imperdiet cras purus. Eget euismod tortor blandit ultricies cras.,1,,FL_40,,,Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable,Q71|vB_cntrfctl|vA_cntrfctl|avoid,trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_5|av_trust_1
2023-04-03 15:15:30,2023-04-03 15:15:30,2,,100,0,1,2023-04-03 15:15:30,R_4UyfOVUQGigXOtg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:30,2023-04-03 15:15:30,2,,100,0,1,2023-04-03 15:15:30,R_0oC1Cy2PmRkFuTA,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:30,2023-04-03 15:15:30,2,,100,0,1,2023-04-03 15:15:31,R_07fpJ60m0c4Kr2e,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:31,2023-04-03 15:15:31,2,,100,0,1,2023-04-03 15:15:31,R_06AYeBAOH6UtLNk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:31,2023-04-03 15:15:31,2,,100,0,1,2023-04-03 15:15:31,R_6AtDPVDMANhrSqa,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:31,2023-04-03 15:15:31,2,,100,0,1,2023-04-03 15:15:31,R_cB03bRoM5LSmEeO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:31,2023-04-03 15:15:32,2,,100,1,1,2023-04-03 15:15:32,R_bEJGBoA375PKmzk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:32,2023-04-03 15:15:32,2,,100,0,1,2023-04-03 15:15:32,R_bgfRnzlfNHvZaYK,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:32,2023-04-03 15:15:32,2,,100,0,1,2023-04-03 15:15:32,R_6Qe2XDAfPyNhNFc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:32,2023-04-03 15:15:32,2,,100,0,1,2023-04-03 15:15:32,R_0O3za4Tv0kDYxBY,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:33,2023-04-03 15:15:33,2,,100,0,1,2023-04-03 15:15:33,R_9RLCdDqn3kMb0N0,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:33,2023-04-03 15:15:33,2,,100,0,1,2023-04-03 15:15:33,R_0UoVRqw1s8ony1U,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:33,2023-04-03 15:15:33,2,,100,0,1,2023-04-03 15:15:33,R_0dKKkM2ruCCTxVc,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:33,2023-04-03 15:15:34,2,,100,1,1,2023-04-03 15:15:34,R_6l3QA2eSNWFU6KW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:34,2023-04-03 15:15:34,2,,100,0,1,2023-04-03 15:15:34,R_9nssVF3qe3FA8U6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:34,2023-04-03 15:15:34,2,,100,0,1,2023-04-03 15:15:34,R_bkCvgjioMnIn9sO,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:34,2023-04-03 15:15:34,2,,100,0,1,2023-04-03 15:15:35,R_diJ4B9u6MvJ8MV8,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:35,2023-04-03 15:15:35,2,,100,0,1,2023-04-03 15:15:35,R_9MNdOdmfeW7EInk,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:35,2023-04-03 15:15:35,2,,100,0,1,2023-04-03 15:15:35,R_eWg41UwDBxotpDU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:35,2023-04-03 15:15:35,2,,100,0,1,2023-04-03 15:15:35,R_aXmOaeV1ab1tZY2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:35,2023-04-03 15:15:36,2,,100,1,1,2023-04-03 15:15:36,R_38dnRp0vJKYx2qW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:36,2023-04-03 15:15:36,2,,100,0,1,2023-04-03 15:15:36,R_0p3pHjROpr6RjXo,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:36,2023-04-03 15:15:36,2,,100,0,1,2023-04-03 15:15:36,R_4VklWjI32VVaiAC,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:36,2023-04-03 15:15:36,2,,100,0,1,2023-04-03 15:15:37,R_8dphN84PyTKyBIq,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:37,2023-04-03 15:15:37,2,,100,0,1,2023-04-03 15:15:37,R_5vzb4zKZBKwmGKG,,,,,,,test,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:37,2023-04-03 15:15:37,2,,100,0,1,2023-04-03 15:15:37,R_cNrvxAm33JP57v0,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:37,2023-04-03 15:15:37,2,,100,0,1,2023-04-03 15:15:38,R_9noeT28PTB8jBFY,,,,,,,test,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:38,2023-04-03 15:15:38,2,,100,0,1,2023-04-03 15:15:38,R_1HPTClj7MpBk88C,,,,,,,test,,1,2,2,0.58,7.79,4.25,7,1.69,4.86,3.99,8,29,13,20,23,3,,,,,,,,,,,,,,,1,1,50,17,21,22,16,63,4,Luctus. Tincidunt luctus aenean elit rhoncus etiam odio velit! Ligula facilisis ut.,"Ridiculus mattis augue! Posuere tellus! Ullamcorper natoque, tortor odio nulla.",2,,FL_39,Q116|vA_liable_AV|vB_mnfctr_liable_AV,Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,trust_intro|av_trust_3|av_trust_4|av_trust_5|av_trust_2|av_trust_1
2023-04-03 15:15:38,2023-04-03 15:15:38,2,,100,0,1,2023-04-03 15:15:38,R_eD43c5ADUIuqLHg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:38,2023-04-03 15:15:38,2,,100,0,1,2023-04-03 15:15:39,R_3EGHXMQZzPRkDFI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:39,2023-04-03 15:15:39,2,,100,0,1,2023-04-03 15:15:39,R_3fp8K54zgMHShDg,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:39,2023-04-03 15:15:39,2,,100,0,1,2023-04-03 15:15:39,R_5tDZAqvsMWKvpGe,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:39,2023-04-03 15:15:39,2,,100,0,1,2023-04-03 15:15:40,R_9EKaCjBC70cQYPs,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:40,2023-04-03 15:15:40,2,,100,0,1,2023-04-03 15:15:40,R_d5nAFJBhJgLXkO2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:40,2023-04-03 15:15:40,2,,100,0,1,2023-04-03 15:15:40,R_ex1P13jIEYIFg0e,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:40,2023-04-03 15:15:40,2,,100,0,1,2023-04-03 15:15:40,R_6FqYkhCiZBytTr8,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:41,2023-04-03 15:15:41,2,,100,0,1,2023-04-03 15:15:41,R_eM6EYknwAd9rHDg,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:41,2023-04-03 15:15:41,2,,100,0,1,2023-04-03 15:15:41,R_0dJfHa0ryy5YU0S,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:41,2023-04-03 15:15:41,2,,100,0,1,2023-04-03 15:15:41,R_cwrQrNl92EdfOxE,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:42,2023-04-03 15:15:42,2,,100,0,1,2023-04-03 15:15:42,R_cvg0jef8nlBQHnU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:42,2023-04-03 15:15:42,2,,100,0,1,2023-04-03 15:15:42,R_3xgsdplOtZsVzxA,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:42,2023-04-03 15:15:42,2,,100,0,1,2023-04-03 15:15:42,R_3qNjR77IaFVkkYu,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:42,2023-04-03 15:15:42,2,,100,0,1,2023-04-03 15:15:43,R_1XJI6gj9Cn4UBtc,,,,,,,test,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:43,2023-04-03 15:15:43,2,,100,0,1,2023-04-03 15:15:43,R_3w5cZMFoe2x6OKW,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:43,2023-04-03 15:15:43,2,,100,0,1,2023-04-03 15:15:43,R_5yYeJe8AiCuwYrI,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:43,2023-04-03 15:15:43,2,,100,0,1,2023-04-03 15:15:44,R_9ukzQ4bDgLVYZZY,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:44,2023-04-03 15:15:44,2,,100,0,1,2023-04-03 15:15:44,R_38eL24XjYzhPQk6,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:44,2023-04-03 15:15:44,2,,100,0,1,2023-04-03 15:15:44,R_eguWXubhxMVnqu2,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:44,2023-04-03 15:15:44,2,,100,0,1,2023-04-03 15:15:44,R_1MvZfpDAJzDlmlM,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:45,2023-04-03 15:15:45,2,,100,0,1,2023-04-03 15:15:45,R_ehpZVybWXlhN7z8,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:45,2023-04-03 15:15:45,2,,100,0,1,2023-04-03 15:15:45,R_eFYF1f8o0NNf6zY,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:45,2023-04-03 15:15:45,2,,100,0,1,2023-04-03 15:15:45,R_d6EIwwjUkrzVlZA,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:46,2023-04-03 15:15:46,2,,100,0,1,2023-04-03 15:15:46,R_6fWNevahhOZGcNU,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:46,2023-04-03 15:15:46,2,,100,0,1,2023-04-03 15:15:46,R_bwQdD8T07b1Xu50,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:46,2023-04-03 15:15:46,2,,100,0,1,2023-04-03 15:15:46,R_bmaW1TU1mFZF1MW,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:47,2023-04-03 15:15:47,2,,100,0,1,2023-04-03 15:15:47,R_5b9naAZgZLu408S,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:47,2023-04-03 15:15:47,2,,100,0,1,2023-04-03 15:15:47,R_eEsxBeTM7QmLFem,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:47,2023-04-03 15:15:47,2,,100,0,1,2023-04-03 15:15:47,R_0NYYKs8ejQXSdfM,,,,,,,test,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:48,2023-04-03 15:15:48,2,,100,0,1,2023-04-03 15:15:48,R_daK4e7DRlKWt8a2,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:48,2023-04-03 15:15:48,2,,100,0,1,2023-04-03 15:15:48,R_bg5o4TMKyE4kW58,,,,,,,test,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:48,2023-04-03 15:15:48,2,,100,0,1,2023-04-03 15:15:48,R_3eJfHEZE2Trd8tU,,,,,,,test,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:49,2023-04-03 15:15:49,2,,100,0,1,2023-04-03 15:15:49,R_0iftkSf6X9PIC10,,,,,,,test,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:49,2023-04-03 15:15:49,2,,100,0,1,2023-04-03 15:15:49,R_dcG9lE6mmRuwYaG,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 15:15:49,2023-04-03 15:15:49,2,,100,0,1,2023-04-03 15:15:50,R_3r8BAXF1oNhtu9o,,,,,,,test,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
