StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liab_AV_cnstr_1,vB_frm_liab_AV_cnstr_1,vA_cntrfctl_AV_cnstr_1,vB_cntrfctl_AV_cnstr_1,avoid_AV_cnstr_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liab_cnstr_1,vB_drivr_liab_cnstr_1,vB_frm_liab_cnstr_1,vA_cntrfctl_cnstr_1,vB_cntrfctl_cnstr_1,avoid_cnstr_1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,vA_liab_AV_1,vB_frm_liab_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,vA_liab_1,vB_drivr_liab_1,vB_frm_liab_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,pol_affiliation_1,driving_ability_1,FL_4_DO,questions_1_AV_cnstr_DO,questions_2_AV_cnstr_DO,questions_1_cnstr_DO,questions_2_cnstr_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-05-04 14:04:07,2023-05-04 14:06:49,0,67.252.79.93,100,162,1,2023-05-04 14:06:50,R_1mwRUuvjNOfsP8J,,,,,42.9102,-78.6625,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.171,0,0,0,33.938,0,35,71,73,74,70,,,,,,,,,,,,,,,1,1,72,2,,65,5,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-04 14:04:55,2023-05-04 14:07:08,0,73.204.178.198,100,132,1,2023-05-04 14:07:09,R_2CfjT9pQgakmVAG,,,,,26.5355,-80.1098,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,15.691,0,0,0,16.857,0,78,77,87,73,75,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,74,1,,35,4,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-04 14:01:31,2023-05-04 14:07:13,0,67.7.3.44,100,342,1,2023-05-04 14:07:14,R_27rOpwX2z12GW9t,,,,,31.7583,-95.6366,anonymous,EN,1,2,2,0,0,31.293,0,0,0,11.872,0,0,100,25,100,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,90,1,,24,3,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-04 14:03:51,2023-05-04 14:07:36,0,66.26.3.131,100,225,1,2023-05-04 14:07:37,R_1QxSGpU5TR5BuI5,,,,,33.862,-79.7425,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.878,0,0,0,16.947,0,84,79,81,85,89,83,1,2,84,2,,28,5,,,,FL_58,,,,,,,Q243|vA_liab|vB_frm_liab|vB_drivr_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-04 14:05:24,2023-05-04 14:07:50,0,98.214.233.110,100,145,1,2023-05-04 14:07:51,R_0HFhvhzxd7jO4Jb,,,,,39.8616,-88.9355,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48.705,0,0,0,29.012,0,65,57,63,56,63,,,,,,,,,,,,,,,1,1,64,1,,34,5,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-04 14:04:33,2023-05-04 14:08:09,0,76.130.224.114,100,216,1,2023-05-04 14:08:10,R_Dr81h27HYoz6s6t,,,,,40.5447,-105.1069,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.404,0,0,0,12.77,0,85,83,82,79,73,81,1,1,88,1,,34,5,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vB_frm_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-04 14:05:20,2023-05-04 14:08:54,0,172.59.168.179,100,213,1,2023-05-04 14:08:54,R_1Nslco63glZMFXh,,,,,38.617,-90.2566,anonymous,EN,1,2,2,0,0,21.057,0,0,0,11.504,0,0,0,100,100,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,,1,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-04 14:05:53,2023-05-04 14:09:49,0,67.165.18.121,100,235,1,2023-05-04 14:09:50,R_3RaLxtFqh7nCenM,,,,,40.3556,-74.9839,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,26.992,0,0,0,21.531,0,77,66,64,93,50,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64,2,,33,5,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-04 14:09:03,2023-05-04 14:11:14,0,107.123.1.44,100,130,1,2023-05-04 14:11:14,R_2qydL6mBhsJ5lE9,,,,,39.0944,-94.4099,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.615,0,0,0,11.12,0,100,0,100,30,40,,,,,,,,,,,,,,,1,1,30,2,,30,5,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-04 14:06:44,2023-05-04 14:11:17,0,71.60.41.159,100,273,1,2023-05-04 14:11:18,R_2w65EbelG9AI1lz,,,,,40.5565,-79.5772,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.87,0,0,0,14.225,0,96,2,85,65,35,,,,,,,,,,,,,,,2,1,67,1,,32,4,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-04 14:01:39,2023-05-04 14:11:54,0,71.57.137.219,100,615,1,2023-05-04 14:11:55,R_V2xlFMX7Ew5aBPj,,,,,26.3111,-80.0982,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,97.171,0,0,0,27.632,0,82,72,69,73,85,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,63,2,,24,5,,,,FL_40,,,Q90|vA_liab_cnstr|vB_drivr_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-04 14:08:22,2023-05-04 14:12:14,0,107.181.168.40,100,232,1,2023-05-04 14:12:15,R_3ilrqHKN3xnKhms,,,,,34.0485,-118.2529,anonymous,EN,1,2,2,0,0,20.923,0,0,0,15.307,0,100,0,100,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,58,1,,44,4,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-04 14:10:41,2023-05-04 14:13:36,0,47.133.72.11,100,175,1,2023-05-04 14:13:37,R_325veSRbSfQIP7B,,,,,35.7532,-81.3264,anonymous,EN,1,2,2,0,0,23.219,0,0,0,11.649,0,100,0,100,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,2,,46,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-04 14:09:29,2023-05-04 14:15:54,0,108.82.131.8,100,384,1,2023-05-04 14:15:55,R_bDy9bb1sBqV3EL7,,,,,30.4856,-90.0977,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.201,0,0,0,32.474,0,100,0,0,100,18,61,2,2,23,2,,38,3,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vB_frm_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-04 14:19:42,2023-05-04 14:23:48,0,72.239.127.138,100,246,1,2023-05-04 14:23:49,R_CmHSiYsa9Oogl0J,,,,,28.4883,-81.4061,anonymous,EN,1,2,2,0,0,22.815,0,0,0,13.428,0,50,100,64,92,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,,31,1,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-04 14:20:43,2023-05-04 14:23:57,0,216.24.210.10,100,194,1,2023-05-04 14:23:58,R_2YXPTQClvVEGJEN,,,,,34.0261,-118.1756,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.829,0,0,0,10.691,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,,41,2,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-04 14:24:18,2023-05-04 14:25:52,0,72.239.127.138,100,93,1,2023-05-04 14:25:53,R_2vZmpkRmRP6ZqtT,,,,,28.4883,-81.4061,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.41,0,9.494,9.494,11.585,1,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,1,,34,1,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-04 14:20:56,2023-05-04 14:26:06,0,72.220.185.254,100,309,1,2023-05-04 14:26:06,R_1dtz1WsZnwH1rsb,,,,,32.7097,-117.1228,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.778,13.021,14.919,4,2.163,11.588,21.632,4,100,0,1,100,0,0,2,1,0,1,,39,1,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vA_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-04 14:20:37,2023-05-04 14:27:59,0,174.78.14.228,100,441,1,2023-05-04 14:27:59,R_2sWMSSzJOeXtMFC,,,,,32.7203,-117.1552,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.907,0,0,0,12.697,0,100,0,100,0,0,,,,,,,,,,,,,,,1,1,0,2,,34,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
